-0.366583,1.080268,-0.221494,-3.256627,-3.123125,-0.053797,-0.287162,0.024237,-0.104773,0.139144,0.033535,0.000000,0.274918,0.000393,0.000000,0.257813,-0.067145,-0.181231,0.088019,0.033535,-0.000000,0.099698,-0.149890,0.000000,-0.138166,-0.005537,0.073174,-0.138166,-0.005537,0.073174,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006572,-0.161249,-0.036503,0.606882,2.118365,-0.314702,0.187939,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.086889,-0.139402,-0.035988,0.576832,2.108960,-0.278640,0.100921,0.138166,-0.005537,0.073174,0.138166,-0.005537,0.073174
-0.365539,1.075808,-0.222474,-3.253681,-3.126355,-0.057359,-0.289185,0.024830,-0.103749,0.140040,0.033535,0.000000,0.277452,0.003378,0.000000,0.253143,-0.067963,-0.178738,0.086278,0.033535,-0.000000,0.099393,-0.152508,0.000000,-0.136352,-0.004651,0.073499,-0.136352,-0.004651,0.073499,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005928,-0.160825,-0.035710,0.607837,2.117633,-0.313853,0.187375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.087905,-0.139914,-0.037980,0.580940,2.108033,-0.278110,0.100730,0.136352,-0.004651,0.073499,0.136352,-0.004651,0.073499
-0.364462,1.071219,-0.223480,-3.250513,-3.129414,-0.061327,-0.291008,0.025037,-0.102405,0.141088,0.033535,0.000000,0.279770,0.006374,0.000000,0.247880,-0.068649,-0.176120,0.083765,0.033535,-0.000000,0.096904,-0.156927,0.000000,-0.134351,-0.003931,0.073759,-0.134351,-0.003931,0.073759,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005507,-0.160567,-0.033400,0.607836,2.115318,-0.314451,0.186302,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.089222,-0.140687,-0.039544,0.584756,2.105972,-0.278388,0.100444,0.134351,-0.003931,0.073759,0.134351,-0.003931,0.073759
-0.363351,1.066507,-0.224488,-3.247202,-3.132213,-0.065704,-0.292700,0.024738,-0.100720,0.142271,0.033535,0.000000,0.281763,0.009406,0.000000,0.241998,-0.069128,-0.173672,0.080184,0.033535,-0.000000,0.091647,-0.163467,0.000000,-0.132248,-0.003427,0.073970,-0.132248,-0.003427,0.073970,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005226,-0.160217,-0.030602,0.607227,2.112578,-0.315570,0.184950,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.090805,-0.141522,-0.041362,0.588427,2.103631,-0.278839,0.100213,0.132248,-0.003427,0.073970,0.132248,-0.003427,0.073970
-0.362201,1.061677,-0.225473,-3.243797,-3.134663,-0.070453,-0.294272,0.023821,-0.098789,0.143621,0.033535,0.000000,0.283329,0.012618,0.000000,0.235546,-0.069323,-0.171594,0.075308,0.033535,-0.000000,0.083122,-0.172380,0.000000,-0.130096,-0.003187,0.074137,-0.130096,-0.003187,0.074137,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005091,-0.159714,-0.027501,0.606037,2.109622,-0.317121,0.183374,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.092546,-0.142407,-0.043452,0.591871,2.101215,-0.279394,0.100054,0.130096,-0.003187,0.074137,0.130096,-0.003187,0.074137
-0.361006,1.056735,-0.226407,-3.240337,-3.136692,-0.075490,-0.295725,0.022204,-0.096746,0.145174,0.033535,0.000000,0.284365,0.016157,0.000000,0.228633,-0.069169,-0.170042,0.069039,0.033535,-0.000000,0.071036,-0.183705,0.000000,-0.127937,-0.003243,0.074262,-0.127937,-0.003243,0.074262,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005094,-0.159009,-0.024271,0.604292,2.106621,-0.319028,0.181642,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.094304,-0.143346,-0.045743,0.594967,2.098892,-0.279995,0.099993,0.127937,-0.003243,0.074262,0.127937,-0.003243,0.074262
-0.359758,1.051688,-0.227263,-3.236856,-3.138248,-0.080696,-0.297049,0.019838,-0.094750,0.146975,0.033535,0.000000,0.284773,0.020154,0.000000,0.221415,-0.068625,-0.169125,0.061441,0.033535,-0.000000,0.055367,-0.197223,0.000000,-0.125804,-0.003609,0.074345,-0.125804,-0.003609,0.074345,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005198,-0.158064,-0.021122,0.602035,2.103752,-0.321177,0.179850,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.095926,-0.144349,-0.048121,0.597573,2.096820,-0.280576,0.100069,0.125804,-0.003609,0.074345,0.125804,-0.003609,0.074345
-0.358447,1.046543,-0.228015,-3.233381,-3.139304,-0.085921,-0.298225,0.016719,-0.092983,0.149071,0.033535,0.000000,0.284467,0.024724,0.000000,0.214097,-0.067667,-0.168904,0.052758,0.033535,-0.000000,0.036404,-0.212446,0.000000,-0.123721,-0.004282,0.074381,-0.123721,-0.004282,0.074381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005349,-0.156850,-0.018271,0.599320,2.101183,-0.323430,0.178097,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.097252,-0.145428,-0.050433,0.599544,2.095141,-0.281064,0.100333,0.123721,-0.004282,0.074381,0.123721,-0.004282,0.074381
-0.357064,1.041311,-0.228639,-3.229930,-3.139859,-0.090992,-0.299232,0.012875,-0.091619,0.151507,0.033535,0.000000,0.283373,0.029947,0.000000,0.206911,-0.066289,-0.169387,0.043399,0.033535,-0.000000,0.014748,-0.228651,0.000000,-0.121697,-0.005242,0.074360,-0.121697,-0.005242,0.074360,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005479,-0.155355,-0.015928,0.596211,2.099059,-0.325635,0.176483,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.098137,-0.146598,-0.052510,0.600745,2.093969,-0.281376,0.100843,0.121697,-0.005242,0.074360,0.121697,-0.005242,0.074360
-0.355597,1.036002,-0.229119,-3.226511,-3.139927,-0.095736,-0.300048,0.008363,-0.090817,0.154327,0.033535,0.000000,0.281434,0.035872,0.000000,0.200095,-0.064490,-0.170523,0.033895,0.033535,-0.000000,-0.008721,-0.244966,0.000000,-0.119732,-0.006455,0.074270,-0.119732,-0.006455,0.074270,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005511,-0.153587,-0.014265,0.592774,2.097489,-0.327650,0.175090,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.098457,-0.147876,-0.054176,0.601071,2.093384,-0.281432,0.101659,0.119732,-0.006455,0.074270,0.119732,-0.006455,0.074270
-0.354035,1.030625,-0.229443,-3.223124,-3.139540,-0.099988,-0.300649,0.003258,-0.090695,0.157567,0.033535,0.000000,0.278604,0.042505,0.000000,0.193876,-0.062271,-0.172203,0.024830,0.033535,-0.000000,-0.032930,-0.260492,0.000000,-0.117815,-0.007882,0.074095,-0.117815,-0.007882,0.074095,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005371,-0.151571,-0.013397,0.589072,2.096529,-0.329349,0.173977,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.098127,-0.149278,-0.055269,0.600467,2.093422,-0.281158,0.102825,0.117815,-0.007882,0.074095,0.117815,-0.007882,0.074095
-0.352368,1.025193,-0.229609,-3.219764,-3.138735,-0.103617,-0.301012,-0.002359,-0.091318,0.161258,0.033535,0.000000,0.274847,0.049809,0.000000,0.188431,-0.059627,-0.174260,0.016759,0.033535,-0.000000,-0.056724,-0.274426,0.000000,-0.115929,-0.009480,0.073824,-0.115929,-0.009480,0.073824,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004995,-0.149352,-0.013363,0.585176,2.096179,-0.330638,0.173172,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.097103,-0.150816,-0.055659,0.598943,2.094076,-0.280492,0.104372,0.115929,-0.009480,0.073824,0.115929,-0.009480,0.073824
-0.350588,1.019718,-0.229619,-3.216423,-3.137559,-0.106538,-0.301120,-0.008406,-0.092685,0.165423,0.033535,0.000000,0.270137,0.057706,0.000000,0.183874,-0.056554,-0.176494,0.010138,0.033535,-0.000000,-0.078984,-0.286168,0.000000,-0.114056,-0.011205,0.073453,-0.114056,-0.011205,0.073453,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004337,-0.146993,-0.014122,0.581149,2.096383,-0.331466,0.172671,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.095387,-0.152492,-0.055254,0.596577,2.095291,-0.279399,0.106294,0.114056,-0.011205,0.073453,0.114056,-0.011205,0.073453
-0.348692,1.014211,-0.229484,-3.213095,-3.136063,-0.108720,-0.300962,-0.014810,-0.094728,0.170080,0.033535,0.000000,0.264461,0.066080,0.000000,0.180232,-0.053047,-0.178693,0.005263,0.033535,-0.000000,-0.098744,-0.295372,0.000000,-0.112180,-0.013018,0.072988,-0.112180,-0.013018,0.072988,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003373,-0.144569,-0.015551,0.577056,2.097035,-0.331819,0.172444,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.093023,-0.154302,-0.054012,0.593517,2.096970,-0.277878,0.108549,0.112180,-0.013018,0.072988,0.112180,-0.013018,0.072988
-0.346680,1.008682,-0.229216,-3.209783,-3.134306,-0.110198,-0.300533,-0.021499,-0.097313,0.175246,0.033535,0.000000,0.257823,0.074785,0.000000,0.177440,-0.049113,-0.180674,0.002247,0.033535,-0.000000,-0.115274,-0.301959,0.000000,-0.110294,-0.014881,0.072451,-0.110294,-0.014881,0.072451,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002103,-0.142164,-0.017461,0.572959,2.097994,-0.331726,0.172440,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.090096,-0.156228,-0.051944,0.589973,2.098974,-0.275964,0.111058,0.110294,-0.014881,0.072451,0.110294,-0.014881,0.072451
-0.344560,1.003138,-0.228832,-3.206503,-3.132351,-0.111064,-0.299839,-0.028416,-0.100260,0.180942,0.033535,0.000000,0.250243,0.083659,0.000000,0.175348,-0.044769,-0.182304,0.001015,0.033535,-0.000000,-0.128131,-0.306078,0.000000,-0.108395,-0.016760,0.071876,-0.108395,-0.016760,0.071876,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000552,-0.139868,-0.019606,0.568916,2.099095,-0.331250,0.172593,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.086719,-0.158246,-0.049112,0.586206,2.101138,-0.273728,0.113708,0.108395,-0.016760,0.071876,0.108395,-0.016760,0.071876
-0.342340,0.997583,-0.228351,-3.203282,-3.130267,-0.111461,-0.298889,-0.035511,-0.103359,0.187199,0.033535,0.000000,0.241755,0.092531,0.000000,0.173734,-0.040051,-0.183520,0.001333,0.033535,-0.000000,-0.137174,-0.308057,0.000000,-0.106496,-0.018627,0.071313,-0.106496,-0.018627,0.071313,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001233,-0.137769,-0.021716,0.564981,2.100179,-0.330476,0.172837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.083026,-0.160322,-0.045623,0.582499,2.103283,-0.271280,0.116358,0.106496,-0.018627,0.071313,0.106496,-0.018627,0.071313
-0.340038,0.992019,-0.227789,-3.200159,-3.128122,-0.111569,-0.297691,-0.042742,-0.106398,0.194059,0.033535,0.000000,0.232407,0.101243,0.000000,0.172330,-0.035008,-0.184328,0.002840,0.033535,-0.000000,-0.142539,-0.308344,0.000000,-0.104613,-0.020455,0.070817,-0.104613,-0.020455,0.070817,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.003190,-0.135947,-0.023520,0.561206,2.101101,-0.329500,0.173106,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.079161,-0.162423,-0.041622,0.579150,2.105233,-0.268755,0.118860,0.104613,-0.020455,0.070817,0.104613,-0.020455,0.070817
-0.337669,0.986446,-0.227164,-3.197176,-3.125978,-0.111578,-0.296239,-0.050078,-0.109184,0.201582,0.033535,0.000000,0.222247,0.109654,0.000000,0.170859,-0.029706,-0.184792,0.005105,0.033535,-0.000000,-0.144595,-0.307442,0.000000,-0.102766,-0.022224,0.070442,-0.102766,-0.022224,0.070442,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.005246,-0.134467,-0.024778,0.557641,2.101759,-0.328414,0.173351,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.075268,-0.164518,-0.037278,0.576437,2.106833,-0.266300,0.121073,0.102766,-0.022224,0.070442,0.102766,-0.022224,0.070442
-0.335253,0.980862,-0.226494,-3.194377,-3.123895,-0.111676,-0.294516,-0.057493,-0.111566,0.209846,0.033535,0.000000,0.211321,0.117646,0.000000,0.169053,-0.024218,-0.185013,0.007675,0.033535,-0.000000,-0.143870,-0.305858,0.000000,-0.100978,-0.023917,0.070238,-0.100978,-0.023917,0.070238,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.007328,-0.133380,-0.025304,0.554334,2.102097,-0.327296,0.173537,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.071483,-0.166581,-0.032768,0.574606,2.107958,-0.264064,0.122870,0.100978,-0.023917,0.070238,0.100978,-0.023917,0.070238
-0.332807,0.975267,-0.225793,-3.191799,-3.121918,-0.112026,-0.292482,-0.064966,-0.113449,0.218948,0.033535,0.000000,0.199662,0.125141,0.000000,0.166689,-0.018622,-0.185103,0.010121,0.033535,-0.000000,-0.140977,-0.304055,0.000000,-0.099266,-0.025523,0.070242,-0.099266,-0.025523,0.070242,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.009363,-0.132713,-0.024991,0.551340,2.102115,-0.326199,0.173653,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.067921,-0.168596,-0.028268,0.573850,2.108524,-0.262186,0.124153,0.099266,-0.025523,0.070242,0.099266,-0.025523,0.070242
-0.330349,0.969659,-0.225076,-3.189471,-3.120083,-0.112751,-0.290076,-0.072479,-0.114798,0.229003,0.033535,0.000000,0.187284,0.132092,0.000000,0.163599,-0.012991,-0.185165,0.012082,0.033535,-0.000000,-0.136545,-0.302422,0.000000,-0.097645,-0.027034,0.070471,-0.097645,-0.027034,0.070471,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.011288,-0.132467,-0.023822,0.548715,2.101860,-0.325152,0.173701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.064670,-0.170555,-0.023927,0.574297,2.108486,-0.260779,0.124862,0.097645,-0.027034,0.070471,0.097645,-0.027034,0.070471
-0.327893,0.964043,-0.224356,-3.187414,-3.118414,-0.113926,-0.287221,-0.080016,-0.115638,0.240136,0.033535,0.000000,0.174184,0.138483,0.000000,0.159683,-0.007392,-0.185277,0.013284,0.033535,-0.000000,-0.131157,-0.301247,0.000000,-0.096125,-0.028450,0.070927,-0.096125,-0.028450,0.070927,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.013052,-0.132623,-0.021876,0.546524,2.101425,-0.324161,0.173704,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.061784,-0.172464,-0.019867,0.576004,2.107838,-0.259930,0.124967,0.096125,-0.028450,0.070927,0.096125,-0.028450,0.070927
